"","ID","condition","date","OS","learn_trial_n","chosen_door","reward","task_stim","catch_success","catch_rt","blue_val","red_val","yellow_val","purple_val","noise","catch_fail","optimal_choice","reward_list","chosen_door_num","ID_num","inverse_temperature","directed_exploration","perseveration","learning_rate","prediction_error"
"54","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",54,"blue_door",31,"Scenes_paint/Yellowstone_Hot_Springs.jpg",0,NA,35.664,46.611,58.552,43.167,-4.5595,NA,0,3,2,1,0.165250501455611,0.012309249861754,0.822098570914142,0.904290774911484,-14.7916330829494
"55","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",55,"red_door",57,"Scenes_paint/The_Golden_Temple_1.jpg",0,NA,34.203,49.281,57.552,44.006,7.836,NA,0,3,1,1,0.165250501455611,0.012309249861754,0.822098570914142,0.651257345994762,7.54515958652442
"56","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",56,"red_door",51,"Scenes_paint/Gateway_Of_India_1.jpg",0,NA,33.86,49.607,52.785,45.964,1.2681,NA,0,3,1,1,0.165250501455611,0.012309249861754,0.822098570914142,0.528317743152864,-3.29703465215962
"57","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",57,"red_door",62,"Scenes_paint/Hot_Air_Balloon_Fest.jpg",0,NA,33.611,51.819,50.887,44.547,10.21,NA,1,3,1,1,0.165250501455611,0.012309249861754,0.822098570914142,0.500282594569708,9.48675175939453
"58","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",58,"red_door",35,"Scenes_paint/Stonehenge_1.jpg",0,NA,31.054,47.187,46.838,45.233,-11.839,NA,1,3,1,1,0.165250501455611,0.012309249861754,0.822098570914142,0.493416409638109,-22.1402524224268
"59","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",59,"yellow_door",49,"Scenes_paint/Oregon_Trail.jpg",1,0.4726,29.45,49.722,49.903,48.02,-0.66802,NA,1,3,4,1,0.165250501455611,0.012309249861754,0.822098570914142,0.912731466294528,3.71440242425583
"60","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",60,"red_door",42,"Scenes_paint/Isle_Of_Skye.jpg",0,NA,31.129,47.387,49.653,48.413,-4.9128,NA,0,3,1,1,0.165250501455611,0.012309249861754,0.822098570914142,0.587781118249226,-4.33898964417119
"61","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",61,"yellow_door",57,"Scenes_paint/DukeChapel.jpg",0,NA,29.233,48.134,51.109,48.323,6.0491,NA,1,3,4,1,0.165250501455611,0.012309249861754,0.822098570914142,0.645185355961971,8.28107446179919
"62","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",62,"yellow_door",51,"Scenes_paint/Madison_Square_Garden_1.jpg",0,NA,28.04,47.209,48.911,45.778,1.8942,NA,1,3,4,1,0.165250501455611,0.012309249861754,0.822098570914142,0.52700713695417,-2.99514075497792
"63","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",63,"yellow_door",47,"Scenes_paint/Circus_Tent.jpg",0,NA,30.686,45.524,46.151,46.543,0.68387,NA,0,3,4,1,0.165250501455611,0.012309249861754,0.822098570914142,0.499965759330721,-5.37704664562713
"64","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",64,"red_door",39,"Scenes_paint/Crop_Circles.jpg",0,NA,31.574,44.539,44.356,42.746,-5.8728,NA,1,3,1,1,0.165250501455611,0.012309249861754,0.822098570914142,0.704261407324481,-5.18616587197484
"65","55ea70c37480920010aa9982","imperative","2022-01-04_10h56.08.575","Win32",65,"purple_door",35,"Scenes_paint/Plaza_de_Espana.jpg",0,NA,38.095,46.373,44.01,42.223,-6.7313,NA,0,3,3,1,0.165250501455611,0.012309249861754,0.822098570914142,0.847085151588727,-10.5302081425377
